lat,lon,elev_navd88_ft,street
40.400716,-73.983342,4.07,Shrewsbury Avenue
40.400938,-73.983384,3.97,Shrewsbury Avenue
40.40116,-73.983427,3.71,Shrewsbury Avenue
40.401382,-73.983471,3.54,Shrewsbury Avenue
40.401604,-73.983515,3.74,Shrewsbury Avenue
40.401826,-73.983559,3.87,Shrewsbury Avenue
40.402048,-73.983604,3.74,Shrewsbury Avenue
40.402224,-73.983785,3.84,Shrewsbury Avenue
40.402397,-73.983974,3.58,Shrewsbury Avenue
40.402569,-73.984164,3.54,Shrewsbury Avenue
40.402706,-73.984394,3.15,Shrewsbury Avenue
40.402752,-73.984496,3.02,Shrewsbury Avenue
40.402853,-73.984766,4.17,Shrewsbury Avenue
40.402982,-73.985007,5.18,Shrewsbury Avenue
40.403007,-73.985106,5.71,Shrewsbury Avenue
40.4109,-74.010347,167.39,Hillside Road
40.410688,-74.010249,173.33,Hillside Road
40.410477,-74.01015,177.59,Hillside Road
40.410271,-74.010031,180.22,Hillside Road
40.410078,-74.009882,184.58,Hillside Road
40.409903,-74.009697,189.47,Hillside Road
40.409761,-74.00947,194.46,Hillside Road
40.409643,-74.009218,201.05,Hillside Road
40.409538,-74.008958,210.7,Hillside Road
40.409495,-74.008837,214.57,Hillside Road
40.409432,-74.00885,215.09,Hillside Road
40.407928,-74.007274,218.31,Ridge Road
40.407732,-74.007416,215.16,Ridge Road
40.407612,-74.007658,209.09,Ridge Road
40.407619,-74.007949,203.38,Ridge Road
40.407679,-74.008233,201.87,Ridge Road
40.407726,-74.008461,200.72,Ridge Road
40.397564,-73.984698,84.94,Ocean Street
40.397352,-73.984614,96.16,Ocean Street
40.397145,-73.984499,104.72,Ocean Street
40.396933,-73.984402,108.96,Ocean Street
40.396716,-73.984327,109.61,Ocean Street
40.396496,-73.984271,109.22,Ocean Street
40.396276,-73.984211,106.76,Ocean Street
40.396056,-73.984155,102.89,Ocean Street
40.395834,-73.984114,98.75,Ocean Street
40.407998,-74.002093,59.84,Bayside Drive
40.408066,-74.002374,63.91,Bayside Drive
40.408121,-74.00266,70.77,Bayside Drive
40.408173,-74.002947,78.87,Bayside Drive
40.408208,-74.003238,82.68,Bayside Drive
40.408263,-74.003524,83.66,Bayside Drive
40.408342,-74.0038,82.71,Bayside Drive
40.408439,-74.004066,79.99,Bayside Drive
40.408561,-74.004313,78.9,Bayside Drive
40.408694,-74.004549,78.97,Bayside Drive
40.408853,-74.004758,78.35,Bayside Drive
40.409011,-74.004967,75.0,Bayside Drive
40.409173,-74.005171,69.03,Bayside Drive
40.409338,-74.005371,64.14,Bayside Drive
40.409503,-74.005572,61.68,Bayside Drive
40.409662,-74.005779,59.84,Bayside Drive
40.409816,-74.005994,55.97,Bayside Drive
40.409963,-74.006217,50.49,Bayside Drive
40.410072,-74.006472,44.95,Bayside Drive
40.410136,-74.006755,42.68,Bayside Drive
40.410199,-74.007038,43.37,Bayside Drive
40.41027,-74.007318,42.98,Bayside Drive
40.410355,-74.007591,43.18,Bayside Drive
40.410453,-74.007856,43.8,Bayside Drive
40.410558,-74.008116,42.78,Bayside Drive
40.410682,-74.008362,38.06,Bayside Drive
40.410777,-74.008628,34.68,Bayside Drive
40.410843,-74.008909,37.14,Bayside Drive
40.410906,-74.009192,40.03,Bayside Drive
40.410995,-74.009463,42.49,Bayside Drive
40.411121,-74.009707,45.6,Bayside Drive
40.411251,-74.009947,50.1,Bayside Drive
40.411358,-74.010206,56.63,Bayside Drive
40.411446,-74.010477,64.01,Bayside Drive
40.411486,-74.010764,67.78,Bayside Drive
40.411475,-74.011059,69.85,Bayside Drive
40.411458,-74.011353,72.93,Bayside Drive
40.411444,-74.011647,76.25,Bayside Drive
40.411448,-74.011941,77.36,Bayside Drive
40.4115,-74.012228,77.92,Bayside Drive
40.411567,-74.012509,76.84,Bayside Drive
40.411646,-74.012786,73.75,Bayside Drive
40.41174,-74.013053,71.56,Bayside Drive
40.411845,-74.013314,70.18,Bayside Drive
40.411972,-74.013556,68.14,Bayside Drive
40.412114,-74.013785,64.96,Bayside Drive
40.412238,-74.014031,59.35,Bayside Drive
40.412326,-74.014301,55.22,Bayside Drive
40.412382,-74.014586,54.27,Bayside Drive
40.412412,-74.014879,56.79,Bayside Drive
40.412444,-74.015171,54.23,Bayside Drive
40.412473,-74.015463,47.6,Bayside Drive
40.412487,-74.015757,42.62,Bayside Drive
40.412503,-74.016051,38.75,Bayside Drive
40.412527,-74.016344,35.83,Bayside Drive
40.412551,-74.016638,37.53,Bayside Drive
40.412568,-74.016932,39.53,Bayside Drive
40.412573,-74.017226,41.7,Bayside Drive
40.412596,-74.01752,40.55,Bayside Drive
40.412624,-74.017812,39.96,Bayside Drive
40.412643,-74.018106,39.07,Bayside Drive
40.412646,-74.018401,39.83,Bayside Drive
40.412635,-74.018695,43.08,Bayside Drive
40.412534,-74.018948,52.89,Bayside Drive
40.412323,-74.019042,65.19,Bayside Drive
40.412102,-74.019092,76.54,Bayside Drive
40.412013,-74.019074,80.22,Bayside Drive
40.406166,-73.997973,8.46,Bayside Drive
40.405495,-73.996755,8.23,Bayside Drive
40.405627,-73.996994,8.79,Bayside Drive
40.405758,-73.997233,8.86,Bayside Drive
40.400138,-73.995186,164.21,Bayview Terrace
40.400123,-73.994896,169.55,Bayview Terrace
40.40028,-73.994696,175.79,Bayview Terrace
40.400462,-73.994525,181.96,Bayview Terrace
40.400613,-73.994307,186.06,Bayview Terrace
40.400715,-73.994045,191.01,Bayview Terrace
40.400767,-73.993759,196.1,Bayview Terrace
40.400794,-73.993466,200.62,Bayview Terrace
40.400796,-73.993172,207.51,Bayview Terrace
40.400788,-73.992877,208.01,Bayview Terrace
40.400749,-73.992587,208.01,Bayview Terrace
40.400682,-73.992306,200.33,Bayview Terrace
40.400546,-73.992074,194.06,Bayview Terrace
40.400426,-73.99196,188.35,Bayview Terrace
40.404689,-73.989105,5.28,Atlantic Street
40.404491,-73.989243,4.63,Atlantic Street
40.404292,-73.989381,3.97,Atlantic Street
40.404094,-73.989519,4.1,Atlantic Street
40.403895,-73.989658,4.4,Atlantic Street
40.403697,-73.989796,4.56,Atlantic Street
40.403498,-73.989934,3.87,Atlantic Street
40.403324,-73.990054,4.13,Atlantic Street
40.392881,-73.986853,212.34,Grand Tour
40.39308,-73.98699,206.86,Grand Tour
40.39328,-73.987124,199.8,Grand Tour
40.393495,-73.987203,193.41,Grand Tour
40.393718,-73.987236,187.14,Grand Tour
40.393935,-73.987311,180.28,Grand Tour
40.394133,-73.987448,173.13,Grand Tour
40.394334,-73.987579,165.42,Grand Tour
40.394536,-73.987708,158.63,Grand Tour
40.394739,-73.987836,151.44,Grand Tour
40.394941,-73.987964,144.69,Grand Tour
40.394978,-73.987987,143.64,Grand Tour
40.392707,-73.987039,211.71,Grand Tour
40.392531,-73.987223,210.93,Grand Tour
40.392357,-73.98741,206.0,Grand Tour
40.392182,-73.987594,200.62,Grand Tour
40.392001,-73.987768,196.95,Grand Tour
40.391813,-73.98793,194.32,Grand Tour
40.391615,-73.988062,190.78,Grand Tour
40.391496,-73.988042,190.58,Grand Tour
40.406337,-74.004737,183.43,Ocean Boulevard
40.406478,-74.004966,188.29,Ocean Boulevard
40.406652,-74.005151,193.73,Ocean Boulevard
40.406837,-74.005318,198.98,Ocean Boulevard
40.407023,-74.005483,204.2,Ocean Boulevard
40.407213,-74.005641,209.51,Ocean Boulevard
40.407418,-74.00576,214.34,Ocean Boulevard
40.407637,-74.005824,218.77,Ocean Boulevard
40.407861,-74.005827,222.08,Ocean Boulevard
40.40808,-74.005766,225.16,Ocean Boulevard
40.408302,-74.005742,227.49,Ocean Boulevard
40.408486,-74.005902,229.0,Ocean Boulevard
40.408615,-74.006144,229.89,Ocean Boulevard
40.408731,-74.006396,230.87,Ocean Boulevard
40.408828,-74.006661,230.15,Ocean Boulevard
40.408895,-74.006942,228.51,Ocean Boulevard
40.408946,-74.00723,226.97,Ocean Boulevard
40.409005,-74.007514,225.07,Ocean Boulevard
40.409087,-74.007789,223.36,Ocean Boulevard
40.409191,-74.00805,221.78,Ocean Boulevard
40.409289,-74.008315,219.42,Ocean Boulevard
40.409377,-74.008586,216.17,Ocean Boulevard
40.409435,-74.008871,215.55,Ocean Boulevard
40.409474,-74.009161,216.93,Ocean Boulevard
40.409525,-74.009448,218.77,Ocean Boulevard
40.409606,-74.009723,220.51,Ocean Boulevard
40.409661,-74.010008,222.47,Ocean Boulevard
40.409713,-74.010295,224.84,Ocean Boulevard
40.409845,-74.010529,225.72,Ocean Boulevard
40.410034,-74.010687,226.05,Ocean Boulevard
40.410223,-74.010846,226.57,Ocean Boulevard
40.410383,-74.011053,226.84,Ocean Boulevard
40.410531,-74.011275,226.94,Ocean Boulevard
40.410649,-74.011523,228.25,Ocean Boulevard
40.410706,-74.011808,228.84,Ocean Boulevard
40.410759,-74.012094,229.36,Ocean Boulevard
40.410813,-74.012381,230.35,Ocean Boulevard
40.410868,-74.012667,231.36,Ocean Boulevard
40.410942,-74.012945,232.09,Ocean Boulevard
40.411035,-74.013213,232.78,Ocean Boulevard
40.41113,-74.01348,232.15,Ocean Boulevard
40.411225,-74.013748,229.72,Ocean Boulevard
40.411278,-74.014032,227.26,Ocean Boulevard
40.4112,-74.014303,225.75,Ocean Boulevard
40.411058,-74.014531,224.08,Ocean Boulevard
40.41091,-74.014752,221.82,Ocean Boulevard
40.410762,-74.014974,219.0,Ocean Boulevard
40.410619,-74.015201,215.62,Ocean Boulevard
40.410482,-74.015435,212.37,Ocean Boulevard
40.410345,-74.015669,209.35,Ocean Boulevard
40.410203,-74.015897,206.66,Ocean Boulevard
40.410056,-74.016121,203.81,Ocean Boulevard
40.409909,-74.016344,200.72,Ocean Boulevard
40.409762,-74.016567,197.21,Ocean Boulevard
40.409695,-74.016844,194.16,Ocean Boulevard
40.409636,-74.017129,192.19,Ocean Boulevard
40.409585,-74.017416,191.4,Ocean Boulevard
40.409547,-74.017706,192.26,Ocean Boulevard
40.409554,-74.018,193.96,Ocean Boulevard
40.4096,-74.018288,195.41,Ocean Boulevard
40.409658,-74.018573,196.95,Ocean Boulevard
40.409714,-74.018859,198.75,Ocean Boulevard
40.409748,-74.01915,200.62,Ocean Boulevard
40.409775,-74.019443,202.23,Ocean Boulevard
40.409805,-74.019735,203.84,Ocean Boulevard
40.409824,-74.020029,205.31,Ocean Boulevard
40.409833,-74.020324,207.28,Ocean Boulevard
40.409804,-74.020616,209.06,Ocean Boulevard
40.409758,-74.020904,210.6,Ocean Boulevard
40.409743,-74.021198,211.71,Ocean Boulevard
40.409908,-74.021371,211.35,Ocean Boulevard
40.410097,-74.021529,211.29,Ocean Boulevard
40.410291,-74.021678,210.43,Ocean Boulevard
40.41049,-74.021815,207.81,Ocean Boulevard
40.410693,-74.02194,204.89,Ocean Boulevard
40.410901,-74.022052,201.21,Ocean Boulevard
40.411117,-74.022132,197.51,Ocean Boulevard
40.41134,-74.022151,193.5,Ocean Boulevard
40.411562,-74.022114,189.17,Ocean Boulevard
40.41177,-74.022006,184.88,Ocean Boulevard
40.411959,-74.021848,180.91,Ocean Boulevard
40.412142,-74.021677,176.74,Ocean Boulevard
40.412352,-74.021614,173.0,Ocean Boulevard
40.412547,-74.021735,169.72,Ocean Boulevard
40.412653,-74.021993,166.54,Ocean Boulevard
40.412719,-74.022274,161.78,Ocean Boulevard
40.412752,-74.022565,157.38,Ocean Boulevard
40.412739,-74.022859,151.18,Ocean Boulevard
40.412675,-74.02314,146.06,Ocean Boulevard
40.41254,-74.023373,141.01,Ocean Boulevard
40.412371,-74.023568,136.06,Ocean Boulevard
40.412205,-74.023767,131.56,Ocean Boulevard
40.412136,-74.024045,128.15,Ocean Boulevard
40.412108,-74.024337,124.25,Ocean Boulevard
40.412144,-74.024623,121.1,Ocean Boulevard
40.41226,-74.024873,120.73,Ocean Boulevard
40.412284,-74.025165,120.93,Ocean Boulevard
40.412388,-74.025404,122.38,Ocean Boulevard
40.412608,-74.025456,123.98,Ocean Boulevard
40.412796,-74.025599,125.43,Ocean Boulevard
40.412957,-74.025806,126.84,Ocean Boulevard
40.413111,-74.026019,129.04,Ocean Boulevard
40.413191,-74.026293,132.64,Ocean Boulevard
40.413243,-74.02658,135.96,Ocean Boulevard
40.413295,-74.026867,139.57,Ocean Boulevard
40.413326,-74.027159,134.68,Ocean Boulevard
40.413344,-74.027453,128.22,Ocean Boulevard
40.413361,-74.027747,122.01,Ocean Boulevard
40.413379,-74.028041,115.65,Ocean Boulevard
40.413399,-74.028335,109.58,Ocean Boulevard
40.413426,-74.028627,102.85,Ocean Boulevard
40.413465,-74.028918,97.05,Ocean Boulevard
40.413517,-74.029205,92.82,Ocean Boulevard
40.413588,-74.029484,90.45,Ocean Boulevard
40.41365,-74.029767,89.57,Ocean Boulevard
40.413662,-74.030061,88.98,Ocean Boulevard
40.413608,-74.030346,87.6,Ocean Boulevard
40.413502,-74.030605,84.09,Ocean Boulevard
40.413374,-74.030847,80.02,Ocean Boulevard
40.413293,-74.031121,75.98,Ocean Boulevard
40.413284,-74.031414,72.31,Ocean Boulevard
40.413338,-74.031699,68.18,Ocean Boulevard
40.413446,-74.031958,63.98,Ocean Boulevard
40.413589,-74.032185,60.04,Ocean Boulevard
40.413766,-74.032364,56.92,Ocean Boulevard
40.413947,-74.032539,54.23,Ocean Boulevard
40.414109,-74.032743,51.15,Ocean Boulevard
40.414249,-74.032973,49.02,Ocean Boulevard
40.414356,-74.033231,48.33,Ocean Boulevard
40.414436,-74.033507,46.62,Ocean Boulevard
40.414509,-74.033786,45.64,Ocean Boulevard
40.414581,-74.034065,44.46,Ocean Boulevard
40.414654,-74.034344,42.78,Ocean Boulevard
40.414726,-74.034624,41.73,Ocean Boulevard
40.4148,-74.034902,39.86,Ocean Boulevard
40.414874,-74.035181,38.22,Ocean Boulevard
40.414948,-74.035459,36.68,Ocean Boulevard
40.415021,-74.035738,33.92,Ocean Boulevard
40.415094,-74.036017,30.61,Ocean Boulevard
40.415166,-74.036296,25.26,Ocean Boulevard
40.415241,-74.036575,20.41,Ocean Boulevard
40.415317,-74.036852,15.52,Ocean Boulevard
40.415392,-74.03713,10.2,Ocean Boulevard
40.415416,-74.037219,10.56,Ocean Boulevard
40.406175,-73.996444,6.0,Gravelly Point Road
40.406372,-73.996304,5.87,Gravelly Point Road
40.406568,-73.99616,5.87,Gravelly Point Road
40.406764,-73.996016,5.77,Gravelly Point Road
40.40696,-73.995872,5.35,Gravelly Point Road
40.407157,-73.99573,5.51,Gravelly Point Road
40.407355,-73.995591,5.54,Gravelly Point Road
40.407553,-73.995453,5.15,Gravelly Point Road
40.407752,-73.995314,5.25,Gravelly Point Road
40.40795,-73.995176,5.61,Gravelly Point Road
40.408017,-73.995074,6.14,Gravelly Point Road
40.40826,-74.005905,227.76,Beverout Place
40.408049,-74.006006,226.9,Beverout Place
40.40784,-74.006113,226.41,Beverout Place
40.407631,-74.006223,225.62,Beverout Place
40.407522,-74.00628,225.23,Beverout Place
40.400077,-73.984164,4.76,Center Street
40.400265,-73.984139,4.36,Center Street
40.400485,-73.984187,4.07,Center Street
40.400708,-73.984229,3.81,Center Street
40.40093,-73.984266,3.9,Center Street
40.401374,-73.984354,3.67,Center Street
40.401596,-73.984399,3.97,Center Street
40.401803,-73.984488,4.2,Center Street
40.401954,-73.984705,4.4,Center Street
40.401995,-73.984766,4.49,Center Street
40.401707,-73.988416,4.1,2nd Street
40.401569,-73.988184,4.86,2nd Street
40.401441,-73.987942,4.86,2nd Street
40.401312,-73.9877,5.35,2nd Street
40.401255,-73.987592,5.35,2nd Street
40.40596,-73.991916,3.67,Bedle Place
40.405944,-73.991876,3.61,Bedle Place
40.399853,-73.994011,222.08,West Twin Road
40.400058,-73.99389,225.1,West Twin Road
40.400256,-73.993755,225.82,West Twin Road
40.400431,-73.99357,221.69,West Twin Road
40.400589,-73.993361,215.98,West Twin Road
40.400744,-73.993149,209.15,West Twin Road
40.400794,-73.993087,208.1,West Twin Road
40.402848,-74.002883,179.07,Mohawk Avenue
40.402803,-74.002598,171.39,Mohawk Avenue
40.402778,-74.002305,167.22,Mohawk Avenue
40.402753,-74.002012,163.52,Mohawk Avenue
40.402726,-74.001719,159.15,Mohawk Avenue
40.402695,-74.001427,156.0,Mohawk Avenue
40.402666,-74.001135,153.18,Mohawk Avenue
40.399322,-73.991262,77.89,Bayview Street
40.399159,-73.99106,81.99,Bayview Street
40.399016,-73.990833,84.84,Bayview Street
40.398876,-73.990603,86.84,Bayview Street
40.398996,-73.990395,88.75,Bayview Street
40.399095,-73.990318,88.65,Bayview Street
40.39983,-73.996584,209.78,Serpentine Drive
40.399888,-73.996869,217.95,Serpentine Drive
40.399887,-73.997162,228.28,Serpentine Drive
40.399839,-73.99745,234.25,Serpentine Drive
40.399809,-73.997741,235.27,Serpentine Drive
40.399828,-73.998035,231.99,Serpentine Drive
40.39985,-73.998328,229.33,Serpentine Drive
40.399893,-73.998618,230.61,Serpentine Drive
40.399959,-73.998899,235.17,Serpentine Drive
40.400059,-73.999163,240.58,Serpentine Drive
40.400179,-73.999412,241.37,Serpentine Drive
40.400351,-73.999598,236.65,Serpentine Drive
40.400559,-73.999695,228.25,Serpentine Drive
40.400782,-73.999673,219.29,Serpentine Drive
40.401004,-73.99964,210.86,Serpentine Drive
40.401216,-73.999726,202.26,Serpentine Drive
40.401405,-73.999885,193.01,Serpentine Drive
40.401616,-73.999982,183.92,Serpentine Drive
40.401838,-73.99995,174.08,Serpentine Drive
40.402053,-73.999867,165.75,Serpentine Drive
40.402275,-73.999844,157.12,Serpentine Drive
40.402493,-73.999908,148.75,Serpentine Drive
40.402696,-74.000033,140.12,Serpentine Drive
40.402902,-74.000151,132.02,Serpentine Drive
40.403125,-74.00018,125.66,Serpentine Drive
40.403345,-74.000134,118.93,Serpentine Drive
40.403522,-74.000151,113.78,Serpentine Drive
40.399727,-73.99647,208.89,Serpentine Drive
40.40362,-73.990701,4.46,Marina Drive
40.403422,-73.990841,6.14,Marina Drive
40.403225,-73.990981,6.89,Marina Drive
40.403027,-73.991121,7.55,Marina Drive
40.402829,-73.99126,8.43,Marina Drive
40.365446,-73.974114,6.76,Ocean Avenue
40.365671,-73.974113,8.3,Ocean Avenue
40.365895,-73.974112,8.3,Ocean Avenue
40.36612,-73.974111,6.63,Ocean Avenue
40.366345,-73.974109,5.61,Ocean Avenue
40.366569,-73.974108,5.94,Ocean Avenue
40.366794,-73.974107,5.94,Ocean Avenue
40.367018,-73.974107,5.61,Ocean Avenue
40.367243,-73.97411,5.51,Ocean Avenue
40.367467,-73.974114,5.35,Ocean Avenue
40.367692,-73.974117,5.22,Ocean Avenue
40.367916,-73.974121,5.31,Ocean Avenue
40.368141,-73.974125,5.51,Ocean Avenue
40.368366,-73.974129,5.81,Ocean Avenue
40.36859,-73.974132,6.07,Ocean Avenue
40.368815,-73.974135,5.74,Ocean Avenue
40.369039,-73.974138,5.54,Ocean Avenue
40.369264,-73.974142,5.41,Ocean Avenue
40.369488,-73.974145,5.41,Ocean Avenue
40.369713,-73.974148,5.02,Ocean Avenue
40.369938,-73.974152,4.89,Ocean Avenue
40.370162,-73.974155,4.49,Ocean Avenue
40.370387,-73.974159,4.66,Ocean Avenue
40.370611,-73.974162,4.49,Ocean Avenue
40.370836,-73.974165,4.72,Ocean Avenue
40.37106,-73.974169,5.28,Ocean Avenue
40.371285,-73.974171,5.22,Ocean Avenue
40.371509,-73.974173,5.18,Ocean Avenue
40.371734,-73.974175,5.05,Ocean Avenue
40.371959,-73.97418,4.76,Ocean Avenue
40.372183,-73.974184,4.59,Ocean Avenue
40.372408,-73.974189,4.3,Ocean Avenue
40.372632,-73.974192,4.2,Ocean Avenue
40.372857,-73.974195,4.49,Ocean Avenue
40.373081,-73.974197,4.79,Ocean Avenue
40.373306,-73.9742,5.12,Ocean Avenue
40.373531,-73.974203,5.58,Ocean Avenue
40.373755,-73.974205,5.77,Ocean Avenue
40.37398,-73.974208,6.07,Ocean Avenue
40.374204,-73.974211,6.36,Ocean Avenue
40.374429,-73.974218,6.59,Ocean Avenue
40.374653,-73.974228,6.99,Ocean Avenue
40.374877,-73.974243,7.12,Ocean Avenue
40.375102,-73.974257,6.79,Ocean Avenue
40.375326,-73.974272,6.73,Ocean Avenue
40.37555,-73.974287,6.46,Ocean Avenue
40.375775,-73.974301,6.14,Ocean Avenue
40.375999,-73.974316,6.04,Ocean Avenue
40.376223,-73.974331,5.84,Ocean Avenue
40.376448,-73.974345,5.64,Ocean Avenue
40.376672,-73.97436,5.54,Ocean Avenue
40.376896,-73.974375,5.09,Ocean Avenue
40.37712,-73.97439,4.92,Ocean Avenue
40.377345,-73.974404,4.76,Ocean Avenue
40.377569,-73.974419,4.53,Ocean Avenue
40.377793,-73.974434,4.13,Ocean Avenue
40.378018,-73.974449,4.0,Ocean Avenue
40.378242,-73.974465,4.59,Ocean Avenue
40.378466,-73.974478,4.72,Ocean Avenue
40.378691,-73.974493,4.99,Ocean Avenue
40.378915,-73.974507,5.35,Ocean Avenue
40.379139,-73.97452,5.48,Ocean Avenue
40.379364,-73.974533,5.68,Ocean Avenue
40.379588,-73.974547,5.84,Ocean Avenue
40.379812,-73.97456,5.97,Ocean Avenue
40.380037,-73.974575,6.3,Ocean Avenue
40.380261,-73.97459,6.27,Ocean Avenue
40.380485,-73.974604,6.53,Ocean Avenue
40.380709,-73.974619,6.69,Ocean Avenue
40.380934,-73.974635,6.82,Ocean Avenue
40.381158,-73.974648,6.89,Ocean Avenue
40.381382,-73.974661,7.38,Ocean Avenue
40.381607,-73.974675,7.48,Ocean Avenue
40.381831,-73.974688,7.78,Ocean Avenue
40.382055,-73.974701,8.01,Ocean Avenue
40.38228,-73.974714,8.27,Ocean Avenue
40.382504,-73.974727,8.4,Ocean Avenue
40.382729,-73.974739,8.5,Ocean Avenue
40.382953,-73.97475,7.84,Ocean Avenue
40.383177,-73.974761,7.41,Ocean Avenue
40.383402,-73.974772,7.12,Ocean Avenue
40.383626,-73.974784,6.76,Ocean Avenue
40.383851,-73.974795,6.43,Ocean Avenue
40.384075,-73.974806,6.2,Ocean Avenue
40.384299,-73.974817,5.94,Ocean Avenue
40.384524,-73.974829,5.71,Ocean Avenue
40.384748,-73.97484,5.61,Ocean Avenue
40.384973,-73.974851,5.54,Ocean Avenue
40.385197,-73.974862,5.28,Ocean Avenue
40.385422,-73.974873,5.09,Ocean Avenue
40.385646,-73.974886,4.82,Ocean Avenue
40.38587,-73.974901,4.59,Ocean Avenue
40.386095,-73.974915,4.49,Ocean Avenue
40.386319,-73.97493,4.33,Ocean Avenue
40.386543,-73.974945,4.4,Ocean Avenue
40.386767,-73.974968,4.69,Ocean Avenue
40.386991,-73.97499,4.95,Ocean Avenue
40.387215,-73.975013,5.05,Ocean Avenue
40.387438,-73.97504,5.38,Ocean Avenue
40.387662,-73.975067,5.48,Ocean Avenue
